id,name,destination,price,duration,description,avg_rating,review_count,source,source_url,season,image_url,created_at,updated_at,duration_label,original_price,highlights,places,topics,gallery,itinerary,included,excluded,schedule,transport
23,Tour Sa Pa 4N3Đ: Nghỉ Dưỡng Adventure,Sa Pa,7230000,4,"Hành trình Sa Pa 4 ngày dành cho du khách yêu thích adventure, mountain, photography.",8.5,118,traveloka,https://synthetic.example.com/tours/23,winter,https://picsum.photos/seed/tour-23/900/600,2025-05-09 08:00:00,2025-05-13 08:00:00,4N3Đ,7645061,"[""Trải nghiệm adventure"", ""Trải nghiệm mountain"", ""Trải nghiệm photography""]","[""Sa Pa""]","[""adventure"", ""mountain"", ""photography"", ""nature""]","[""https://picsum.photos/seed/tour-23-1/900/600"", ""https://picsum.photos/seed/tour-23-2/900/600"", ""https://picsum.photos/seed/tour-23-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Sa Pa""}, {""day"": 2, ""title"": ""Ngày 2 tại Sa Pa""}, {""day"": 3, ""title"": ""Ngày 3 tại Sa Pa""}, {""day"": 4, ""title"": ""Ngày 4 tại Sa Pa""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
24,Tour Đà Nẵng 5N4Đ: Khám Phá Beach,Đà Nẵng,5890000,5,"Hành trình Đà Nẵng 5 ngày dành cho du khách yêu thích beach, water_sports, family.",8.1,9,bestprice,https://synthetic.example.com/tours/24,summer,https://picsum.photos/seed/tour-24/900/600,2024-11-03 08:00:00,2024-11-15 08:00:00,5N4Đ,5977202,"[""Trải nghiệm beach"", ""Trải nghiệm water_sports"", ""Trải nghiệm family""]","[""Đà Nẵng""]","[""beach"", ""water_sports"", ""family"", ""photography""]","[""https://picsum.photos/seed/tour-24-1/900/600"", ""https://picsum.photos/seed/tour-24-2/900/600"", ""https://picsum.photos/seed/tour-24-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Đà Nẵng""}, {""day"": 2, ""title"": ""Ngày 2 tại Đà Nẵng""}, {""day"": 3, ""title"": ""Ngày 3 tại Đà Nẵng""}, {""day"": 4, ""title"": ""Ngày 4 tại Đà Nẵng""}, {""day"": 5, ""title"": ""Ngày 5 tại Đà Nẵng""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
25,Tour Đà Lạt 4N3Đ: Gia Đình Relax,Đà Lạt,5890000,4,"Hành trình Đà Lạt 4 ngày dành cho du khách yêu thích relax, nature, photography.",9.1,67,traveloka,https://synthetic.example.com/tours/25,winter,https://picsum.photos/seed/tour-25/900/600,2025-04-19 08:00:00,2025-05-11 08:00:00,4N3Đ,6108689,"[""Trải nghiệm relax"", ""Trải nghiệm nature"", ""Trải nghiệm photography""]","[""Đà Lạt""]","[""relax"", ""nature"", ""photography"", ""romantic""]","[""https://picsum.photos/seed/tour-25-1/900/600"", ""https://picsum.photos/seed/tour-25-2/900/600"", ""https://picsum.photos/seed/tour-25-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Đà Lạt""}, {""day"": 2, ""title"": ""Ngày 2 tại Đà Lạt""}, {""day"": 3, ""title"": ""Ngày 3 tại Đà Lạt""}, {""day"": 4, ""title"": ""Ngày 4 tại Đà Lạt""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""flight""}"
26,Tour Đà Lạt 4N3Đ: Tiết Kiệm Mountain,Đà Lạt,4310000,4,"Hành trình Đà Lạt 4 ngày dành cho du khách yêu thích mountain, romantic, relax.",9.7,29,traveloka,https://synthetic.example.com/tours/26,winter,https://picsum.photos/seed/tour-26/900/600,2026-02-26 08:00:00,2026-03-12 08:00:00,4N3Đ,4558730,"[""Trải nghiệm mountain"", ""Trải nghiệm romantic"", ""Trải nghiệm relax""]","[""Đà Lạt""]","[""mountain"", ""romantic"", ""relax"", ""photography""]","[""https://picsum.photos/seed/tour-26-1/900/600"", ""https://picsum.photos/seed/tour-26-2/900/600"", ""https://picsum.photos/seed/tour-26-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Đà Lạt""}, {""day"": 2, ""title"": ""Ngày 2 tại Đà Lạt""}, {""day"": 3, ""title"": ""Ngày 3 tại Đà Lạt""}, {""day"": 4, ""title"": ""Ngày 4 tại Đà Lạt""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
27,Tour Sa Pa 2N1Đ: Check-in Photography,Sa Pa,6140000,2,"Hành trình Sa Pa 2 ngày dành cho du khách yêu thích photography, adventure, culture.",8.9,98,bestprice,https://synthetic.example.com/tours/27,winter,https://picsum.photos/seed/tour-27/900/600,2025-03-31 08:00:00,2025-04-04 08:00:00,2N1Đ,6736386,"[""Trải nghiệm photography"", ""Trải nghiệm adventure"", ""Trải nghiệm culture""]","[""Sa Pa""]","[""photography"", ""adventure"", ""culture"", ""nature""]","[""https://picsum.photos/seed/tour-27-1/900/600"", ""https://picsum.photos/seed/tour-27-2/900/600"", ""https://picsum.photos/seed/tour-27-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Sa Pa""}, {""day"": 2, ""title"": ""Ngày 2 tại Sa Pa""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
28,Tour Côn Đảo 4N3Đ: Nghỉ Dưỡng Relax,Côn Đảo,12790000,4,"Hành trình Côn Đảo 4 ngày dành cho du khách yêu thích relax, nature, beach.",8.6,66,traveloka,https://synthetic.example.com/tours/28,summer,https://picsum.photos/seed/tour-28/900/600,2025-05-16 08:00:00,2025-05-30 08:00:00,4N3Đ,13270082,"[""Trải nghiệm relax"", ""Trải nghiệm nature"", ""Trải nghiệm beach""]","[""Côn Đảo""]","[""relax"", ""nature"", ""beach"", ""spiritual""]","[""https://picsum.photos/seed/tour-28-1/900/600"", ""https://picsum.photos/seed/tour-28-2/900/600"", ""https://picsum.photos/seed/tour-28-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Côn Đảo""}, {""day"": 2, ""title"": ""Ngày 2 tại Côn Đảo""}, {""day"": 3, ""title"": ""Ngày 3 tại Côn Đảo""}, {""day"": 4, ""title"": ""Ngày 4 tại Côn Đảo""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
29,Tour Phú Quốc 3N2Đ: Ẩm Thực Relax,Phú Quốc,11690000,3,"Hành trình Phú Quốc 3 ngày dành cho du khách yêu thích relax, water_sports, romantic.",7.6,35,bestprice,https://synthetic.example.com/tours/29,summer,https://picsum.photos/seed/tour-29/900/600,2025-12-03 08:00:00,2025-12-21 08:00:00,3N2Đ,13652544,"[""Trải nghiệm relax"", ""Trải nghiệm water_sports"", ""Trải nghiệm romantic""]","[""Phú Quốc""]","[""relax"", ""water_sports"", ""romantic"", ""beach""]","[""https://picsum.photos/seed/tour-29-1/900/600"", ""https://picsum.photos/seed/tour-29-2/900/600"", ""https://picsum.photos/seed/tour-29-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Phú Quốc""}, {""day"": 2, ""title"": ""Ngày 2 tại Phú Quốc""}, {""day"": 3, ""title"": ""Ngày 3 tại Phú Quốc""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
30,Tour Sa Pa 3N2Đ: Cao Cấp Photography,Sa Pa,3620000,3,"Hành trình Sa Pa 3 ngày dành cho du khách yêu thích photography, mountain, nature.",8.3,117,bestprice,https://synthetic.example.com/tours/30,winter,https://picsum.photos/seed/tour-30/900/600,2025-10-27 08:00:00,2025-11-18 08:00:00,3N2Đ,3753939,"[""Trải nghiệm photography"", ""Trải nghiệm mountain"", ""Trải nghiệm nature""]","[""Sa Pa""]","[""photography"", ""mountain"", ""nature"", ""adventure""]","[""https://picsum.photos/seed/tour-30-1/900/600"", ""https://picsum.photos/seed/tour-30-2/900/600"", ""https://picsum.photos/seed/tour-30-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Sa Pa""}, {""day"": 2, ""title"": ""Ngày 2 tại Sa Pa""}, {""day"": 3, ""title"": ""Ngày 3 tại Sa Pa""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""bus""}"
31,Tour Hạ Long 2N1Đ: Gia Đình Family,Hạ Long,9440000,2,"Hành trình Hạ Long 2 ngày dành cho du khách yêu thích family, luxury, beach.",9.1,25,traveloka,https://synthetic.example.com/tours/31,summer,https://picsum.photos/seed/tour-31/900/600,2025-01-13 08:00:00,2025-02-10 08:00:00,2N1Đ,10013016,"[""Trải nghiệm family"", ""Trải nghiệm luxury"", ""Trải nghiệm beach""]","[""Hạ Long""]","[""family"", ""luxury"", ""beach"", ""photography""]","[""https://picsum.photos/seed/tour-31-1/900/600"", ""https://picsum.photos/seed/tour-31-2/900/600"", ""https://picsum.photos/seed/tour-31-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hạ Long""}, {""day"": 2, ""title"": ""Ngày 2 tại Hạ Long""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
32,Tour Phú Quốc 3N2Đ: Gia Đình Luxury,Phú Quốc,6600000,3,"Hành trình Phú Quốc 3 ngày dành cho du khách yêu thích luxury, relax, romantic.",7.6,4,bestprice,https://synthetic.example.com/tours/32,summer,https://picsum.photos/seed/tour-32/900/600,2025-06-25 08:00:00,2025-07-08 08:00:00,3N2Đ,7618941,"[""Trải nghiệm luxury"", ""Trải nghiệm relax"", ""Trải nghiệm romantic""]","[""Phú Quốc""]","[""luxury"", ""relax"", ""romantic"", ""water_sports""]","[""https://picsum.photos/seed/tour-32-1/900/600"", ""https://picsum.photos/seed/tour-32-2/900/600"", ""https://picsum.photos/seed/tour-32-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Phú Quốc""}, {""day"": 2, ""title"": ""Ngày 2 tại Phú Quốc""}, {""day"": 3, ""title"": ""Ngày 3 tại Phú Quốc""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
33,Tour Hội An 3N2Đ: Nghỉ Dưỡng Photography,Hội An,6090000,3,"Hành trình Hội An 3 ngày dành cho du khách yêu thích photography, culture, history.",8.9,45,bestprice,https://synthetic.example.com/tours/33,autumn,https://picsum.photos/seed/tour-33/900/600,2026-07-26 08:00:00,2026-08-11 08:00:00,3N2Đ,6675894,"[""Trải nghiệm photography"", ""Trải nghiệm culture"", ""Trải nghiệm history""]","[""Hội An""]","[""photography"", ""culture"", ""history"", ""romantic""]","[""https://picsum.photos/seed/tour-33-1/900/600"", ""https://picsum.photos/seed/tour-33-2/900/600"", ""https://picsum.photos/seed/tour-33-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hội An""}, {""day"": 2, ""title"": ""Ngày 2 tại Hội An""}, {""day"": 3, ""title"": ""Ngày 3 tại Hội An""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""flight""}"
34,Tour Cao Bằng 5N4Đ: Cao Cấp Culture,Cao Bằng,4830000,5,"Hành trình Cao Bằng 5 ngày dành cho du khách yêu thích culture, nature, adventure.",7.8,107,klook,https://synthetic.example.com/tours/34,autumn,https://picsum.photos/seed/tour-34/900/600,2025-06-13 08:00:00,2025-06-16 08:00:00,5N4Đ,5548491,"[""Trải nghiệm culture"", ""Trải nghiệm nature"", ""Trải nghiệm adventure""]","[""Cao Bằng""]","[""culture"", ""nature"", ""adventure"", ""photography""]","[""https://picsum.photos/seed/tour-34-1/900/600"", ""https://picsum.photos/seed/tour-34-2/900/600"", ""https://picsum.photos/seed/tour-34-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Cao Bằng""}, {""day"": 2, ""title"": ""Ngày 2 tại Cao Bằng""}, {""day"": 3, ""title"": ""Ngày 3 tại Cao Bằng""}, {""day"": 4, ""title"": ""Ngày 4 tại Cao Bằng""}, {""day"": 5, ""title"": ""Ngày 5 tại Cao Bằng""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""flight""}"
35,Tour Hội An 3N2Đ: Trọn Gói Culture,Hội An,4230000,3,"Hành trình Hội An 3 ngày dành cho du khách yêu thích culture, photography, food.",7.8,93,bestprice,https://synthetic.example.com/tours/35,autumn,https://picsum.photos/seed/tour-35/900/600,2024-11-03 08:00:00,2024-11-09 08:00:00,3N2Đ,4745426,"[""Trải nghiệm culture"", ""Trải nghiệm photography"", ""Trải nghiệm food""]","[""Hội An""]","[""culture"", ""photography"", ""food"", ""history""]","[""https://picsum.photos/seed/tour-35-1/900/600"", ""https://picsum.photos/seed/tour-35-2/900/600"", ""https://picsum.photos/seed/tour-35-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hội An""}, {""day"": 2, ""title"": ""Ngày 2 tại Hội An""}, {""day"": 3, ""title"": ""Ngày 3 tại Hội An""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""flight""}"
36,Tour Đà Lạt 4N3Đ: Trọn Gói Relax,Đà Lạt,4630000,4,"Hành trình Đà Lạt 4 ngày dành cho du khách yêu thích relax, food, romantic.",9.0,57,bestprice,https://synthetic.example.com/tours/36,winter,https://picsum.photos/seed/tour-36/900/600,2025-09-28 08:00:00,2025-10-07 08:00:00,4N3Đ,4681218,"[""Trải nghiệm relax"", ""Trải nghiệm food"", ""Trải nghiệm romantic""]","[""Đà Lạt""]","[""relax"", ""food"", ""romantic"", ""photography""]","[""https://picsum.photos/seed/tour-36-1/900/600"", ""https://picsum.photos/seed/tour-36-2/900/600"", ""https://picsum.photos/seed/tour-36-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Đà Lạt""}, {""day"": 2, ""title"": ""Ngày 2 tại Đà Lạt""}, {""day"": 3, ""title"": ""Ngày 3 tại Đà Lạt""}, {""day"": 4, ""title"": ""Ngày 4 tại Đà Lạt""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
37,Tour Huế 4N3Đ: Khám Phá Culture,Huế,7470000,4,"Hành trình Huế 4 ngày dành cho du khách yêu thích culture, spiritual, city.",9.4,37,klook,https://synthetic.example.com/tours/37,spring,https://picsum.photos/seed/tour-37/900/600,2026-03-18 08:00:00,2026-04-03 08:00:00,4N3Đ,8127656,"[""Trải nghiệm culture"", ""Trải nghiệm spiritual"", ""Trải nghiệm city""]","[""Huế""]","[""culture"", ""spiritual"", ""city"", ""food""]","[""https://picsum.photos/seed/tour-37-1/900/600"", ""https://picsum.photos/seed/tour-37-2/900/600"", ""https://picsum.photos/seed/tour-37-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Huế""}, {""day"": 2, ""title"": ""Ngày 2 tại Huế""}, {""day"": 3, ""title"": ""Ngày 3 tại Huế""}, {""day"": 4, ""title"": ""Ngày 4 tại Huế""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
38,Tour Đà Nẵng 3N2Đ: Cao Cấp Photography,Đà Nẵng,3520000,3,"Hành trình Đà Nẵng 3 ngày dành cho du khách yêu thích photography, beach, family.",8.5,21,klook,https://synthetic.example.com/tours/38,summer,https://picsum.photos/seed/tour-38/900/600,2026-04-26 08:00:00,2026-05-01 08:00:00,3N2Đ,4398287,"[""Trải nghiệm photography"", ""Trải nghiệm beach"", ""Trải nghiệm family""]","[""Đà Nẵng""]","[""photography"", ""beach"", ""family"", ""city""]","[""https://picsum.photos/seed/tour-38-1/900/600"", ""https://picsum.photos/seed/tour-38-2/900/600"", ""https://picsum.photos/seed/tour-38-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Đà Nẵng""}, {""day"": 2, ""title"": ""Ngày 2 tại Đà Nẵng""}, {""day"": 3, ""title"": ""Ngày 3 tại Đà Nẵng""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""bus""}"
39,Tour Côn Đảo 3N2Đ: Check-in Relax,Côn Đảo,7320000,3,"Hành trình Côn Đảo 3 ngày dành cho du khách yêu thích relax, beach, history.",8.0,80,bestprice,https://synthetic.example.com/tours/39,summer,https://picsum.photos/seed/tour-39/900/600,2024-08-31 08:00:00,2024-09-28 08:00:00,3N2Đ,8943186,"[""Trải nghiệm relax"", ""Trải nghiệm beach"", ""Trải nghiệm history""]","[""Côn Đảo""]","[""relax"", ""beach"", ""history"", ""spiritual""]","[""https://picsum.photos/seed/tour-39-1/900/600"", ""https://picsum.photos/seed/tour-39-2/900/600"", ""https://picsum.photos/seed/tour-39-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Côn Đảo""}, {""day"": 2, ""title"": ""Ngày 2 tại Côn Đảo""}, {""day"": 3, ""title"": ""Ngày 3 tại Côn Đảo""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
40,Tour Đà Lạt 3N2Đ: Trọn Gói Food,Đà Lạt,5340000,3,"Hành trình Đà Lạt 3 ngày dành cho du khách yêu thích food, relax, romantic.",7.5,108,bestprice,https://synthetic.example.com/tours/40,winter,https://picsum.photos/seed/tour-40/900/600,2024-11-17 08:00:00,2024-12-04 08:00:00,3N2Đ,5353305,"[""Trải nghiệm food"", ""Trải nghiệm relax"", ""Trải nghiệm romantic""]","[""Đà Lạt""]","[""food"", ""relax"", ""romantic"", ""mountain""]","[""https://picsum.photos/seed/tour-40-1/900/600"", ""https://picsum.photos/seed/tour-40-2/900/600"", ""https://picsum.photos/seed/tour-40-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Đà Lạt""}, {""day"": 2, ""title"": ""Ngày 2 tại Đà Lạt""}, {""day"": 3, ""title"": ""Ngày 3 tại Đà Lạt""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
41,Tour Đà Nẵng 4N3Đ: Nghỉ Dưỡng Beach,Đà Nẵng,6960000,4,"Hành trình Đà Nẵng 4 ngày dành cho du khách yêu thích beach, family, water_sports.",9.1,101,bestprice,https://synthetic.example.com/tours/41,summer,https://picsum.photos/seed/tour-41/900/600,2025-05-14 08:00:00,2025-06-05 08:00:00,4N3Đ,8177670,"[""Trải nghiệm beach"", ""Trải nghiệm family"", ""Trải nghiệm water_sports""]","[""Đà Nẵng""]","[""beach"", ""family"", ""water_sports"", ""photography""]","[""https://picsum.photos/seed/tour-41-1/900/600"", ""https://picsum.photos/seed/tour-41-2/900/600"", ""https://picsum.photos/seed/tour-41-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Đà Nẵng""}, {""day"": 2, ""title"": ""Ngày 2 tại Đà Nẵng""}, {""day"": 3, ""title"": ""Ngày 3 tại Đà Nẵng""}, {""day"": 4, ""title"": ""Ngày 4 tại Đà Nẵng""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""bus""}"
